Vernier Format 2,
187_a3.txt 7/28/119 3:10:43,
Run 1,
Wavelength,Intensity
W,I
nm,rel
,
383,0.016
383.9,0.015
384.7,0.015
385.6,0.015
386.4,0.016
387.3,0.016
388.1,0.016
388.9,0.016
389.8,0.017
390.6,0.017
391.5,0.016
392.3,0.016
393.2,0.016
394,0.016
394.9,0.016
395.7,0.016
396.6,0.016
397.4,0.016
398.3,0.016
399.1,0.016
400,0.016
400.8,0.016
401.6,0.016
402.5,0.016
403.3,0.016
404.2,0.015
405,0.016
405.9,0.016
406.7,0.017
407.6,0.018
408.4,0.018
409.3,0.018
410.1,0.017
411,0.017
411.8,0.016
412.7,0.017
413.5,0.017
414.3,0.018
415.2,0.018
416,0.018
416.9,0.018
417.7,0.019
418.6,0.019
419.4,0.02
420.3,0.019
421.1,0.018
422,0.018
422.8,0.019
423.7,0.019
424.5,0.019
425.4,0.019
426.2,0.019
427,0.019
427.9,0.02
428.7,0.02
429.6,0.02
430.4,0.02
431.3,0.02
432.1,0.021
433,0.02
433.8,0.02
434.7,0.02
435.5,0.021
436.4,0.021
437.2,0.021
438.1,0.022
438.9,0.022
439.7,0.022
440.6,0.021
441.4,0.021
442.3,0.021
443.1,0.022
444,0.022
444.8,0.021
445.7,0.021
446.5,0.02
447.4,0.021
448.2,0.021
449.1,0.022
449.9,0.022
450.7,0.021
451.6,0.021
452.4,0.021
453.3,0.021
454.1,0.021
455,0.021
455.8,0.02
456.7,0.021
457.5,0.021
458.4,0.021
459.2,0.02
460.1,0.02
460.9,0.019
461.8,0.02
462.6,0.019
463.4,0.02
464.3,0.02
465.1,0.02
466,0.019
466.8,0.019
467.7,0.018
468.5,0.018
469.4,0.019
470.2,0.019
471.1,0.019
471.9,0.018
472.8,0.019
473.6,0.018
474.5,0.018
475.3,0.017
476.1,0.017
477,0.017
477.8,0.017
478.7,0.018
479.5,0.018
480.4,0.018
481.2,0.018
482.1,0.018
482.9,0.018
483.8,0.018
484.6,0.018
485.5,0.018
486.3,0.018
487.2,0.018
488,0.018
488.8,0.019
489.7,0.019
490.5,0.019
491.4,0.018
492.2,0.02
493.1,0.019
493.9,0.019
494.8,0.019
495.6,0.019
496.5,0.02
497.3,0.02
498.2,0.02
499,0.02
499.9,0.02
500.7,0.021
501.5,0.021
502.4,0.02
503.2,0.02
504.1,0.02
504.9,0.02
505.8,0.021
506.6,0.021
507.5,0.021
508.3,0.021
509.2,0.021
510,0.021
510.9,0.022
511.7,0.022
512.5,0.022
513.3,0.022
514.1,0.022
514.9,0.022
515.7,0.022
516.5,0.022
517.3,0.022
518,0.022
518.8,0.022
519.6,0.022
520.4,0.023
521.2,0.023
522,0.023
522.8,0.023
523.6,0.023
524.3,0.022
525.1,0.022
525.9,0.022
526.7,0.023
527.5,0.023
528.3,0.023
529.1,0.022
529.9,0.022
530.6,0.022
531.4,0.022
532.2,0.022
533,0.022
533.8,0.022
534.6,0.023
535.4,0.022
536.2,0.023
536.9,0.022
537.7,0.022
538.5,0.022
539.3,0.022
540.1,0.023
540.9,0.023
541.7,0.023
542.5,0.023
543.2,0.023
544,0.023
544.8,0.023
545.6,0.023
546.4,0.023
547.2,0.023
548,0.023
548.8,0.023
549.5,0.023
550.3,0.023
551.1,0.024
551.9,0.023
552.7,0.023
553.5,0.023
554.3,0.024
555.1,0.023
555.8,0.023
556.6,0.023
557.4,0.023
558.2,0.023
559,0.023
559.8,0.023
560.6,0.023
561.4,0.023
562.1,0.023
562.9,0.023
563.7,0.023
564.5,0.022
565.3,0.022
566.1,0.022
566.9,0.023
567.7,0.022
568.4,0.022
569.2,0.022
570,0.023
570.8,0.022
571.6,0.022
572.4,0.022
573.2,0.022
574,0.022
574.7,0.022
575.5,0.022
576.3,0.022
577.1,0.023
577.9,0.021
578.7,0.021
579.5,0.021
580.3,0.022
581,0.022
581.8,0.023
582.6,0.023
583.4,0.022
584.2,0.021
585,0.022
585.8,0.022
586.6,0.023
587.3,0.022
588.1,0.022
588.9,0.023
589.6,0.023
590.4,0.023
591.1,0.023
591.9,0.024
592.6,0.023
593.4,0.023
594.1,0.022
594.9,0.022
595.6,0.023
596.3,0.023
597.1,0.023
597.8,0.022
598.6,0.023
599.3,0.024
600.1,0.024
600.8,0.023
601.6,0.023
602.3,0.023
603.1,0.023
603.8,0.023
604.6,0.023
605.3,0.023
606.1,0.024
606.8,0.024
607.6,0.024
608.3,0.023
609.1,0.023
609.8,0.023
610.6,0.022
611.3,0.023
612,0.022
612.8,0.023
613.5,0.022
614.3,0.022
615,0.023
615.8,0.023
616.5,0.024
617.3,0.023
618,0.023
618.8,0.022
619.5,0.022
620.3,0.022
621,0.022
621.8,0.022
622.5,0.022
623.3,0.021
624,0.021
624.8,0.021
625.5,0.02
626.3,0.021
627,0.021
627.7,0.021
628.5,0.021
629.2,0.021
630,0.021
630.7,0.021
631.5,0.02
632.2,0.021
633,0.021
633.7,0.022
634.5,0.022
635.2,0.022
636,0.021
636.7,0.02
637.5,0.021
638.2,0.021
639,0.021
639.7,0.021
640.5,0.02
641.2,0.02
642,0.02
642.7,0.021
643.4,0.02
644.2,0.02
644.9,0.02
645.7,0.02
646.4,0.02
647.2,0.02
647.9,0.02
648.7,0.02
649.4,0.02
650.2,0.021
650.9,0.02
651.7,0.02
652.4,0.02
653.2,0.02
653.9,0.02
654.7,0.02
655.4,0.02
656.2,0.02
656.9,0.019
657.7,0.019
658.4,0.019
659.1,0.019
659.9,0.019
660.6,0.019
661.4,0.02
662.1,0.02
662.9,0.02
663.6,0.019
664.4,0.019
665.1,0.019
665.9,0.018
666.6,0.018
667.4,0.019
668.1,0.019
668.9,0.019
669.7,0.019
670.4,0.019
671.2,0.018
672,0.018
672.7,0.019
673.5,0.019
674.2,0.019
675,0.019
675.8,0.018
676.5,0.018
677.3,0.017
678.1,0.017
678.8,0.017
679.6,0.018
680.4,0.018
681.1,0.018
681.9,0.018
682.7,0.017
683.4,0.017
684.2,0.018
685,0.018
685.7,0.018
686.5,0.017
687.2,0.017
688,0.017
688.8,0.016
689.5,0.016
690.3,0.016
691.1,0.017
691.8,0.018
692.6,0.017
693.4,0.017
694.1,0.016
694.9,0.016
695.7,0.016
696.4,0.017
697.2,0.016
698,0.016
698.7,0.017
699.5,0.017
700.2,0.017
701,0.017
701.8,0.017
702.5,0.016
703.3,0.017
704.1,0.017
704.8,0.017
705.6,0.016
706.4,0.016
707.2,0.016
708,0.017
708.8,0.016
709.6,0.016
710.4,0.016
711.2,0.017
712.1,0.017
712.9,0.016
713.7,0.016
714.5,0.016
715.3,0.016
716.2,0.016
717,0.016
717.8,0.016
718.6,0.016
719.4,0.016
720.3,0.016
721.1,0.016
721.9,0.016
722.7,0.016
723.5,0.016
724.4,0.015
725.2,0.015
726,0.015
726.8,0.016
727.6,0.016
728.5,0.016
729.3,0.016
730.1,0.016
730.9,0.016
731.7,0.016
732.6,0.016
733.4,0.016
734.2,0.016
735,0.017
735.8,0.017
736.7,0.017
737.5,0.016
738.3,0.016
739.1,0.016
739.9,0.017
740.8,0.017
741.6,0.016
742.4,0.016
743.2,0.016
744,0.017
744.9,0.016
745.7,0.016
746.5,0.016
747.3,0.016
748.1,0.015
748.9,0.016
749.8,0.016
750.6,0.016
751.4,0.016
752.2,0.016
753,0.016
753.9,0.016
754.7,0.016
755.5,0.016
756.3,0.017
757.1,0.017
758,0.016
758.8,0.016
759.6,0.016
760.4,0.016
761.2,0.015
762.1,0.016
762.9,0.015
763.7,0.016
764.5,0.016
765.3,0.016
766.2,0.016
767,0.016
767.8,0.016
768.6,0.016
769.4,0.016
770.3,0.016
771.1,0.015
771.9,0.015
772.7,0.015
773.5,0.016
774.4,0.016
775.2,0.015
776,0.016
776.8,0.016
777.6,0.016
778.5,0.016
779.3,0.016
780.1,0.016
780.9,0.016
781.7,0.016
782.6,0.015
783.4,0.016
784.2,0.015
785,0.016
785.8,0.016
786.7,0.017
787.5,0.017
788.3,0.017
789.1,0.017
789.9,0.016
790.7,0.015
791.6,0.015
792.4,0.015
793.2,0.015
794,0.015
794.8,0.016
795.7,0.016
796.5,0.016
797.3,0.016
798.1,0.016
798.9,0.016
799.8,0.015
800.6,0.015
801.4,0.015
802.2,0.016
803,0.016
803.9,0.016
804.7,0.016
805.5,0.016
806.3,0.016
807.1,0.015
808,0.016
808.8,0.016
809.6,0.016
810.4,0.015
811.2,0.015
812.1,0.016
812.9,0.016
813.7,0.016
814.5,0.015
815.3,0.015
816.2,0.015
817,0.015
817.8,0.016
818.6,0.016
819.4,0.016
820.3,0.015
821.1,0.015
821.9,0.016
822.7,0.016
823.5,0.015
824.4,0.015
825.2,0.016
826,0.017
826.8,0.017
827.6,0.017
828.5,0.017
829.3,0.017
830.1,0.016
830.9,0.016
831.7,0.015
832.6,0.015
833.5,0.015
834.4,0.016
835.3,0.016
836.1,0.017
837,0.018
837.9,0.017
838.8,0.016
839.7,0.015
840.6,0.015
841.5,0.015
842.4,0.014
843.3,0.015
844.1,0.016
845,0.016
845.9,0.016
846.8,0.016
847.7,0.017
848.6,0.016
849.5,0.016
850.4,0.016
851.3,0.016
852.1,0.016
853,0.016
853.9,0.015
854.8,0.016
855.7,0.015
856.6,0.015
857.5,0.015
858.4,0.016
859.3,0.016
860.1,0.016
861,0.016
861.9,0.016
862.8,0.016
863.7,0.016
864.6,0.016
865.5,0.015
866.4,0.016
867.3,0.016
868.1,0.016
869,0.016
869.9,0.016
870.8,0.016
871.7,0.016
872.6,0.015
873.5,0.014
874.4,0.015
875.3,0.015
876.1,0.015
877,0.015
877.9,0.016
878.8,0.016
879.7,0.016
880.6,0.016
881.5,0.016
882.4,0.016
883.3,0.016
884.1,0.016
885,0.016
885.9,0.016
886.8,0.016
887.7,0.016
888.6,0.016
889.5,0.016
890.4,0.016
891.3,0.016
892.1,0.015
893,0.015
893.9,0.016
894.8,0.016
895.7,0.015
896.6,0.015
897.5,0.015
898.4,0.015
899.3,0.015
Vernier Format 2,
187_a3.txt 7/28/119 3:11:0,
Run 13,
Wavelength,Intensity
W,I
nm,rel
,
380.5,0.016
381.3,0.015
382.2,0.015
383,0.015
383.9,0.014
384.7,0.014
385.6,0.014
386.4,0.015
387.3,0.015
388.1,0.015
388.9,0.015
389.8,0.015
390.6,0.015
391.5,0.015
392.3,0.016
393.2,0.015
394,0.016
394.9,0.015
395.7,0.015
396.6,0.015
397.4,0.016
398.3,0.016
399.1,0.015
400,0.015
400.8,0.015
401.6,0.015
402.5,0.015
403.3,0.015
404.2,0.015
405,0.016
405.9,0.015
406.7,0.016
407.6,0.016
408.4,0.016
409.3,0.016
410.1,0.015
411,0.016
411.8,0.016
412.7,0.016
413.5,0.016
414.3,0.017
415.2,0.016
416,0.016
416.9,0.016
417.7,0.017
418.6,0.017
419.4,0.017
420.3,0.017
421.1,0.017
422,0.017
422.8,0.017
423.7,0.017
424.5,0.018
425.4,0.017
426.2,0.017
427,0.017
427.9,0.017
428.7,0.018
429.6,0.018
430.4,0.018
431.3,0.018
432.1,0.019
433,0.018
433.8,0.018
434.7,0.018
435.5,0.018
436.4,0.018
437.2,0.018
438.1,0.018
438.9,0.018
439.7,0.019
440.6,0.018
441.4,0.018
442.3,0.018
443.1,0.018
444,0.018
444.8,0.018
445.7,0.018
446.5,0.018
447.4,0.018
448.2,0.018
449.1,0.018
449.9,0.019
450.7,0.019
451.6,0.019
452.4,0.018
453.3,0.018
454.1,0.018
455,0.018
455.8,0.018
456.7,0.018
457.5,0.018
458.4,0.018
459.2,0.018
460.1,0.017
460.9,0.017
461.8,0.017
462.6,0.016
463.4,0.016
464.3,0.016
465.1,0.017
466,0.016
466.8,0.017
467.7,0.016
468.5,0.017
469.4,0.017
470.2,0.018
471.1,0.017
471.9,0.017
472.8,0.017
473.6,0.017
474.5,0.017
475.3,0.016
476.1,0.016
477,0.016
477.8,0.016
478.7,0.016
479.5,0.016
480.4,0.016
481.2,0.016
482.1,0.016
482.9,0.016
483.8,0.017
484.6,0.017
485.5,0.016
486.3,0.016
487.2,0.017
488,0.016
488.8,0.017
489.7,0.017
490.5,0.017
491.4,0.017
492.2,0.017
493.1,0.017
493.9,0.016
494.8,0.016
495.6,0.016
496.5,0.016
497.3,0.016
498.2,0.017
499,0.017
499.9,0.017
500.7,0.017
501.5,0.017
502.4,0.018
503.2,0.018
504.1,0.018
504.9,0.018
505.8,0.018
506.6,0.018
507.5,0.018
508.3,0.018
509.2,0.018
510,0.018
510.9,0.018
511.7,0.018
512.5,0.019
513.3,0.019
514.1,0.019
514.9,0.018
515.7,0.018
516.5,0.018
517.3,0.018
518,0.018
518.8,0.017
519.6,0.018
520.4,0.018
521.2,0.018
522,0.018
522.8,0.018
523.6,0.019
524.3,0.018
525.1,0.018
525.9,0.018
526.7,0.018
527.5,0.018
528.3,0.019
529.1,0.019
529.9,0.018
530.6,0.018
531.4,0.017
532.2,0.018
533,0.018
533.8,0.018
534.6,0.018
535.4,0.018
536.2,0.018
536.9,0.018
537.7,0.018
538.5,0.018
539.3,0.018
540.1,0.018
540.9,0.018
541.7,0.018
542.5,0.018
543.2,0.019
544,0.018
544.8,0.019
545.6,0.019
546.4,0.02
547.2,0.019
548,0.02
548.8,0.019
549.5,0.019
550.3,0.018
551.1,0.018
551.9,0.018
552.7,0.018
553.5,0.019
554.3,0.019
555.1,0.019
555.8,0.019
556.6,0.018
557.4,0.019
558.2,0.018
559,0.018
559.8,0.018
560.6,0.018
561.4,0.018
562.1,0.019
562.9,0.019
563.7,0.017
564.5,0.018
565.3,0.018
566.1,0.018
566.9,0.018
567.7,0.018
568.4,0.018
569.2,0.018
570,0.017
570.8,0.017
571.6,0.017
572.4,0.018
573.2,0.019
574,0.019
574.7,0.018
575.5,0.018
576.3,0.018
577.1,0.018
577.9,0.017
578.7,0.018
579.5,0.018
580.3,0.018
581,0.018
581.8,0.018
582.6,0.017
583.4,0.018
584.2,0.018
585,0.019
585.8,0.018
586.6,0.018
587.3,0.018
588.1,0.019
588.9,0.019
589.6,0.018
590.4,0.018
591.1,0.018
591.9,0.018
592.6,0.019
593.4,0.019
594.1,0.018
594.9,0.018
595.6,0.018
596.3,0.018
597.1,0.018
597.8,0.017
598.6,0.017
599.3,0.017
600.1,0.018
600.8,0.018
601.6,0.018
602.3,0.018
603.1,0.018
603.8,0.019
604.6,0.018
605.3,0.018
606.1,0.018
606.8,0.018
607.6,0.018
608.3,0.018
609.1,0.018
609.8,0.017
610.6,0.018
611.3,0.017
612,0.017
612.8,0.017
613.5,0.017
614.3,0.018
615,0.018
615.8,0.018
616.5,0.018
617.3,0.018
618,0.017
618.8,0.017
619.5,0.017
620.3,0.016
621,0.015
621.8,0.016
622.5,0.017
623.3,0.017
624,0.017
624.8,0.017
625.5,0.017
626.3,0.017
627,0.016
627.7,0.016
628.5,0.016
629.2,0.016
630,0.017
630.7,0.016
631.5,0.017
632.2,0.017
633,0.017
633.7,0.017
634.5,0.017
635.2,0.017
636,0.017
636.7,0.017
637.5,0.017
638.2,0.017
639,0.017
639.7,0.017
640.5,0.017
641.2,0.017
642,0.017
642.7,0.017
643.4,0.017
644.2,0.016
644.9,0.016
645.7,0.016
646.4,0.017
647.2,0.016
647.9,0.017
648.7,0.016
649.4,0.015
650.2,0.015
650.9,0.016
651.7,0.017
652.4,0.017
653.2,0.017
653.9,0.017
654.7,0.017
655.4,0.017
656.2,0.016
656.9,0.016
657.7,0.017
658.4,0.016
659.1,0.016
659.9,0.015
660.6,0.015
661.4,0.015
662.1,0.016
662.9,0.016
663.6,0.016
664.4,0.016
665.1,0.016
665.9,0.016
666.6,0.016
667.4,0.016
668.1,0.016
668.9,0.015
669.7,0.015
670.4,0.015
671.2,0.016
672,0.015
672.7,0.015
673.5,0.015
674.2,0.016
675,0.016
675.8,0.016
676.5,0.016
677.3,0.016
678.1,0.016
678.8,0.015
679.6,0.015
680.4,0.015
681.1,0.016
681.9,0.015
682.7,0.016
683.4,0.016
684.2,0.016
685,0.016
685.7,0.016
686.5,0.015
687.2,0.015
688,0.015
688.8,0.016
689.5,0.016
690.3,0.015
691.1,0.016
691.8,0.015
692.6,0.015
693.4,0.015
694.1,0.015
694.9,0.015
695.7,0.015
696.4,0.016
697.2,0.016
698,0.016
698.7,0.016
699.5,0.015
700.2,0.016
701,0.015
701.8,0.015
702.5,0.015
703.3,0.015
704.1,0.016
704.8,0.016
705.6,0.016
706.4,0.015
707.2,0.016
708,0.015
708.8,0.016
709.6,0.015
710.4,0.016
711.2,0.015
712.1,0.016
712.9,0.016
713.7,0.016
714.5,0.016
715.3,0.015
716.2,0.016
717,0.016
717.8,0.016
718.6,0.016
719.4,0.015
720.3,0.015
721.1,0.015
721.9,0.015
722.7,0.015
723.5,0.016
724.4,0.015
725.2,0.016
726,0.015
726.8,0.016
727.6,0.016
728.5,0.015
729.3,0.015
730.1,0.016
730.9,0.017
731.7,0.017
732.6,0.016
733.4,0.016
734.2,0.016
735,0.016
735.8,0.016
736.7,0.015
737.5,0.015
738.3,0.015
739.1,0.016
739.9,0.016
740.8,0.016
741.6,0.016
742.4,0.016
743.2,0.016
744,0.017
744.9,0.017
745.7,0.017
746.5,0.016
747.3,0.017
748.1,0.017
748.9,0.016
749.8,0.015
750.6,0.015
751.4,0.015
752.2,0.016
753,0.016
753.9,0.016
754.7,0.015
755.5,0.015
756.3,0.015
757.1,0.015
758,0.015
758.8,0.015
759.6,0.015
760.4,0.015
761.2,0.015
762.1,0.015
762.9,0.015
763.7,0.015
764.5,0.015
765.3,0.015
766.2,0.016
767,0.015
767.8,0.016
768.6,0.016
769.4,0.016
770.3,0.015
771.1,0.015
771.9,0.015
772.7,0.015
773.5,0.015
774.4,0.016
775.2,0.015
776,0.016
776.8,0.016
777.6,0.016
778.5,0.016
779.3,0.016
780.1,0.016
780.9,0.016
781.7,0.016
782.6,0.016
783.4,0.016
784.2,0.015
785,0.015
785.8,0.015
786.7,0.016
787.5,0.016
788.3,0.016
789.1,0.016
789.9,0.015
790.7,0.015
791.6,0.016
792.4,0.015
793.2,0.015
794,0.015
794.8,0.016
795.7,0.016
796.5,0.015
797.3,0.015
798.1,0.014
798.9,0.014
799.8,0.014
800.6,0.015
801.4,0.015
802.2,0.016
803,0.016
803.9,0.015
804.7,0.016
805.5,0.015
806.3,0.016
807.1,0.015
808,0.015
808.8,0.015
809.6,0.015
810.4,0.016
811.2,0.015
812.1,0.016
812.9,0.016
813.7,0.015
814.5,0.015
815.3,0.015
816.2,0.016
817,0.016
817.8,0.016
818.6,0.016
819.4,0.016
820.3,0.015
821.1,0.016
821.9,0.016
822.7,0.016
823.5,0.016
824.4,0.015
825.2,0.016
826,0.016
826.8,0.017
827.6,0.017
828.5,0.016
829.3,0.015
830.1,0.015
830.9,0.015
831.7,0.015
832.6,0.015
833.5,0.016
834.4,0.016
835.3,0.016
836.1,0.016
837,0.016
837.9,0.016
838.8,0.015
839.7,0.015
840.6,0.014
841.5,0.015
842.4,0.015
843.3,0.016
844.1,0.016
845,0.016
845.9,0.016
846.8,0.015
847.7,0.015
848.6,0.015
849.5,0.016
850.4,0.016
851.3,0.017
852.1,0.016
853,0.015
853.9,0.015
854.8,0.016
855.7,0.016
856.6,0.015
857.5,0.015
858.4,0.015
859.3,0.015
860.1,0.016
861,0.016
861.9,0.016
862.8,0.015
863.7,0.015
864.6,0.017
865.5,0.017
866.4,0.016
867.3,0.016
868.1,0.015
869,0.015
869.9,0.015
870.8,0.016
871.7,0.015
872.6,0.015
873.5,0.015
874.4,0.015
875.3,0.015
876.1,0.015
877,0.015
877.9,0.014
878.8,0.015
879.7,0.015
880.6,0.016
881.5,0.015
882.4,0.016
883.3,0.015
884.1,0.015
885,0.015
885.9,0.015
886.8,0.016
887.7,0.016
888.6,0.016
889.5,0.016
890.4,0.016
891.3,0.016
892.1,0.016
893,0.016
893.9,0.015
894.8,0.015
895.7,0.015
896.6,0.015
897.5,0.016
898.4,0.015
899.3,0.014
Vernier Format 2,
187_a3.txt 7/28/119 3:11:0,
Run 14,
Wavelength,Intensity
W,I
nm,rel
,
380.5,0.016
381.3,0.016
382.2,0.016
383,0.016
383.9,0.016
384.7,0.016
385.6,0.016
386.4,0.016
387.3,0.016
388.1,0.016
388.9,0.016
389.8,0.016
390.6,0.016
391.5,0.016
392.3,0.016
393.2,0.016
394,0.017
394.9,0.017
395.7,0.017
396.6,0.017
397.4,0.017
398.3,0.017
399.1,0.017
400,0.017
400.8,0.017
401.6,0.016
402.5,0.017
403.3,0.017
404.2,0.018
405,0.018
405.9,0.018
406.7,0.019
407.6,0.019
408.4,0.019
409.3,0.018
410.1,0.019
411,0.019
411.8,0.02
412.7,0.02
413.5,0.02
414.3,0.02
415.2,0.021
416,0.021
416.9,0.021
417.7,0.022
418.6,0.022
419.4,0.023
420.3,0.022
421.1,0.022
422,0.022
422.8,0.023
423.7,0.024
424.5,0.025
425.4,0.025
426.2,0.025
427,0.025
427.9,0.025
428.7,0.026
429.6,0.027
430.4,0.027
431.3,0.028
432.1,0.028
433,0.028
433.8,0.027
434.7,0.028
435.5,0.028
436.4,0.028
437.2,0.028
438.1,0.029
438.9,0.029
439.7,0.029
440.6,0.028
441.4,0.029
442.3,0.029
443.1,0.03
444,0.03
444.8,0.03
445.7,0.029
446.5,0.028
447.4,0.028
448.2,0.028
449.1,0.028
449.9,0.029
450.7,0.028
451.6,0.028
452.4,0.027
453.3,0.027
454.1,0.026
455,0.026
455.8,0.026
456.7,0.027
457.5,0.027
458.4,0.025
459.2,0.024
460.1,0.023
460.9,0.023
461.8,0.023
462.6,0.023
463.4,0.023
464.3,0.023
465.1,0.023
466,0.023
466.8,0.022
467.7,0.021
468.5,0.022
469.4,0.022
470.2,0.022
471.1,0.022
471.9,0.022
472.8,0.021
473.6,0.021
474.5,0.02
475.3,0.021
476.1,0.021
477,0.021
477.8,0.021
478.7,0.021
479.5,0.021
480.4,0.021
481.2,0.021
482.1,0.021
482.9,0.021
483.8,0.021
484.6,0.021
485.5,0.02
486.3,0.02
487.2,0.02
488,0.021
488.8,0.021
489.7,0.022
490.5,0.022
491.4,0.022
492.2,0.022
493.1,0.022
493.9,0.022
494.8,0.023
495.6,0.023
496.5,0.023
497.3,0.023
498.2,0.023
499,0.023
499.9,0.024
500.7,0.024
501.5,0.025
502.4,0.025
503.2,0.025
504.1,0.025
504.9,0.026
505.8,0.027
506.6,0.028
507.5,0.027
508.3,0.027
509.2,0.026
510,0.027
510.9,0.028
511.7,0.028
512.5,0.028
513.3,0.029
514.1,0.029
514.9,0.029
515.7,0.029
516.5,0.029
517.3,0.03
518,0.03
518.8,0.029
519.6,0.029
520.4,0.029
521.2,0.029
522,0.029
522.8,0.029
523.6,0.029
524.3,0.03
525.1,0.029
525.9,0.029
526.7,0.029
527.5,0.029
528.3,0.029
529.1,0.029
529.9,0.029
530.6,0.029
531.4,0.029
532.2,0.029
533,0.029
533.8,0.029
534.6,0.029
535.4,0.029
536.2,0.029
536.9,0.029
537.7,0.029
538.5,0.03
539.3,0.03
540.1,0.031
540.9,0.032
541.7,0.031
542.5,0.031
543.2,0.03
544,0.031
544.8,0.031
545.6,0.032
546.4,0.032
547.2,0.032
548,0.032
548.8,0.033
549.5,0.034
550.3,0.034
551.1,0.034
551.9,0.033
552.7,0.032
553.5,0.032
554.3,0.033
555.1,0.033
555.8,0.033
556.6,0.033
557.4,0.033
558.2,0.033
559,0.033
559.8,0.032
560.6,0.031
561.4,0.031
562.1,0.031
562.9,0.031
563.7,0.031
564.5,0.031
565.3,0.031
566.1,0.031
566.9,0.03
567.7,0.03
568.4,0.029
569.2,0.03
570,0.029
570.8,0.029
571.6,0.029
572.4,0.029
573.2,0.029
574,0.029
574.7,0.029
575.5,0.029
576.3,0.029
577.1,0.029
577.9,0.028
578.7,0.029
579.5,0.029
580.3,0.03
581,0.028
581.8,0.029
582.6,0.029
583.4,0.029
584.2,0.029
585,0.029
585.8,0.028
586.6,0.028
587.3,0.028
588.1,0.028
588.9,0.028
589.6,0.028
590.4,0.028
591.1,0.028
591.9,0.029
592.6,0.029
593.4,0.028
594.1,0.028
594.9,0.029
595.6,0.03
596.3,0.03
597.1,0.029
597.8,0.029
598.6,0.029
599.3,0.029
600.1,0.029
600.8,0.029
601.6,0.029
602.3,0.028
603.1,0.028
603.8,0.028
604.6,0.029
605.3,0.029
606.1,0.029
606.8,0.028
607.6,0.029
608.3,0.028
609.1,0.028
609.8,0.028
610.6,0.027
611.3,0.027
612,0.028
612.8,0.028
613.5,0.027
614.3,0.027
615,0.026
615.8,0.025
616.5,0.025
617.3,0.026
618,0.026
618.8,0.026
619.5,0.025
620.3,0.025
621,0.025
621.8,0.025
622.5,0.025
623.3,0.025
624,0.024
624.8,0.024
625.5,0.024
626.3,0.024
627,0.024
627.7,0.024
628.5,0.024
629.2,0.023
630,0.023
630.7,0.023
631.5,0.023
632.2,0.023
633,0.022
633.7,0.022
634.5,0.023
635.2,0.023
636,0.023
636.7,0.023
637.5,0.023
638.2,0.024
639,0.023
639.7,0.022
640.5,0.022
641.2,0.022
642,0.022
642.7,0.023
643.4,0.023
644.2,0.023
644.9,0.023
645.7,0.023
646.4,0.023
647.2,0.022
647.9,0.022
648.7,0.022
649.4,0.022
650.2,0.022
650.9,0.022
651.7,0.021
652.4,0.021
653.2,0.021
653.9,0.021
654.7,0.022
655.4,0.022
656.2,0.021
656.9,0.021
657.7,0.021
658.4,0.021
659.1,0.021
659.9,0.021
660.6,0.021
661.4,0.022
662.1,0.021
662.9,0.021
663.6,0.021
664.4,0.02
665.1,0.02
665.9,0.02
666.6,0.02
667.4,0.02
668.1,0.02
668.9,0.02
669.7,0.02
670.4,0.02
671.2,0.02
672,0.019
672.7,0.019
673.5,0.019
674.2,0.019
675,0.019
675.8,0.02
676.5,0.02
677.3,0.019
678.1,0.019
678.8,0.019
679.6,0.019
680.4,0.019
681.1,0.019
681.9,0.019
682.7,0.019
683.4,0.019
684.2,0.019
685,0.018
685.7,0.018
686.5,0.018
687.2,0.018
688,0.018
688.8,0.018
689.5,0.019
690.3,0.018
691.1,0.019
691.8,0.019
692.6,0.018
693.4,0.018
694.1,0.018
694.9,0.018
695.7,0.018
696.4,0.018
697.2,0.017
698,0.017
698.7,0.017
699.5,0.017
700.2,0.017
701,0.017
701.8,0.017
702.5,0.017
703.3,0.017
704.1,0.017
704.8,0.017
705.6,0.017
706.4,0.017
707.2,0.017
708,0.017
708.8,0.016
709.6,0.017
710.4,0.017
711.2,0.017
712.1,0.017
712.9,0.017
713.7,0.017
714.5,0.016
715.3,0.016
716.2,0.016
717,0.016
717.8,0.016
718.6,0.017
719.4,0.017
720.3,0.017
721.1,0.018
721.9,0.017
722.7,0.017
723.5,0.016
724.4,0.016
725.2,0.016
726,0.016
726.8,0.016
727.6,0.016
728.5,0.015
729.3,0.015
730.1,0.016
730.9,0.016
731.7,0.016
732.6,0.016
733.4,0.015
734.2,0.016
735,0.017
735.8,0.017
736.7,0.017
737.5,0.016
738.3,0.016
739.1,0.016
739.9,0.016
740.8,0.016
741.6,0.016
742.4,0.016
743.2,0.017
744,0.016
744.9,0.016
745.7,0.016
746.5,0.016
747.3,0.016
748.1,0.016
748.9,0.016
749.8,0.016
750.6,0.016
751.4,0.016
752.2,0.016
753,0.017
753.9,0.017
754.7,0.016
755.5,0.016
756.3,0.016
757.1,0.017
758,0.017
758.8,0.017
759.6,0.016
760.4,0.016
761.2,0.015
762.1,0.016
762.9,0.016
763.7,0.016
764.5,0.016
765.3,0.015
766.2,0.016
767,0.016
767.8,0.017
768.6,0.017
769.4,0.016
770.3,0.016
771.1,0.015
771.9,0.015
772.7,0.015
773.5,0.015
774.4,0.016
775.2,0.016
776,0.016
776.8,0.017
777.6,0.017
778.5,0.016
